id,name,full_name,owner_login,owner_type,description,default_branch,private,fork,archived,disabled,is_template,has_issues,has_projects,has_wiki,has_pages,has_discussions,primary_language,detected_primary_language,topics,license_name,stargazers_count,watchers_count,forks_count,open_issues_count,size_kb,html_url,homepage,clone_url,readme_download_url,created_at,updated_at,pushed_at
1165730056,email-signature,MatALass/email-signature,MatALass,User,,main,False,False,False,False,False,True,True,True,True,False,HTML,HTML,,MIT License,0,0,0,0,111,https://github.com/MatALass/email-signature,,https://github.com/MatALass/email-signature.git,https://raw.githubusercontent.com/MatALass/email-signature/main/README.md,2026-02-24T13:37:31+00:00,2026-02-27T13:34:14+00:00,2026-02-27T13:34:11+00:00
1169292421,final_portfolio,MatALass/final_portfolio,MatALass,User,,master,False,False,False,False,False,True,True,True,False,False,TypeScript,TypeScript,,,0,0,0,0,483,https://github.com/MatALass/final_portfolio,https://final-portfolio-eosin-seven.vercel.app,https://github.com/MatALass/final_portfolio.git,https://raw.githubusercontent.com/MatALass/final_portfolio/master/README.md,2026-02-28T13:17:29+00:00,2026-03-01T22:41:43+00:00,2026-03-01T22:41:39+00:00
1172706272,footpredict-pl,MatALass/footpredict-pl,MatALass,User,"Premier League match prediction (Home Win) with Elo + form features, walk-forward backtesting, and Streamlit dashboard.",main,False,False,False,False,False,True,True,True,False,False,Python,Python,"backtesting, data-science, elo-rating, feature-engineering, football, machine-learning, pandas, predictive-modeling, python, rapidapi, scikit-learn, soccer, sofascore, sports-analytics, streamlit",,0,0,0,0,29,https://github.com/MatALass/footpredict-pl,,https://github.com/MatALass/footpredict-pl.git,https://raw.githubusercontent.com/MatALass/footpredict-pl/main/README.md,2026-03-04T15:56:49+00:00,2026-03-09T12:43:20+00:00,2026-03-09T12:43:17+00:00
1166502249,GreenEscape,MatALass/GreenEscape,MatALass,User,"Are you smarter than an algorithm? In this game, you're thrown into a maze. Take your time, analyze the path, then go for it and try to reach the exit as fast as possible. But be careful — you're not alone: three algorithms are racing with you… Will they be faster than you?",main,False,False,False,False,False,True,True,True,False,False,Python,Python,"django, fun, game, maze, mongodb, web-development",,0,0,0,0,1539,https://github.com/MatALass/GreenEscape,https://green-escape.onrender.com/api/register-page/,https://github.com/MatALass/GreenEscape.git,https://raw.githubusercontent.com/MatALass/GreenEscape/main/README.md,2026-02-25T09:42:28+00:00,2026-03-10T10:23:49+00:00,2026-02-25T09:51:43+00:00
1137491923,MatALass,MatALass/MatALass,MatALass,User,,main,False,False,False,False,False,True,True,True,False,False,,,,,0,0,0,0,13,https://github.com/MatALass/MatALass,,https://github.com/MatALass/MatALass.git,https://raw.githubusercontent.com/MatALass/MatALass/main/README.md,2026-01-19T12:45:47+00:00,2026-02-23T14:31:30+00:00,2026-02-23T14:31:26+00:00
1139646451,merge-tactics-optimizer,MatALass/merge-tactics-optimizer,MatALass,User,Deck optimizer using trait synergies (pairs ≥2) and beam search — Clash Royale-inspired.,main,False,False,False,False,False,True,True,True,False,False,Python,Python,"beam-search, cli, combinatorial-optimization, deck-builder, game-ai, optimization, python",,0,0,0,0,26,https://github.com/MatALass/merge-tactics-optimizer,,https://github.com/MatALass/merge-tactics-optimizer.git,https://raw.githubusercontent.com/MatALass/merge-tactics-optimizer/main/README.md,2026-01-22T08:24:44+00:00,2026-02-24T12:37:40+00:00,2026-02-23T15:49:42+00:00
1052731798,ML_Football,MatALass/ML_Football,MatALass,User,"A Python project for sports and data analysis using multiple Excel files. Includes a main script and datasets to test, modify, and compute results, with IDE configuration files for easy development and reproducibility.",main,False,False,False,False,False,True,True,True,False,False,Jupyter Notebook,Jupyter Notebook,,,0,0,0,0,1208,https://github.com/MatALass/ML_Football,,https://github.com/MatALass/ML_Football.git,https://raw.githubusercontent.com/MatALass/ML_Football/main/README.md,2025-09-08T13:23:52+00:00,2026-02-25T09:01:07+00:00,2026-02-25T09:00:37+00:00
1173666604,morpion-ultime,MatALass/morpion-ultime,MatALass,User,"Ultimate Tic-Tac-Toe web app with AI (Minimax, Alpha-Beta, MCTS), move analysis, heatmaps and game replay.",main,False,False,False,False,False,True,True,True,True,False,JavaScript,JavaScript,"ai-game, algorithm-visualization, alpha-beta-pruning, game-ai, game-theory, javascript, mcts, minimax, monte-carlo-tree-search, tic-tac-toe, ultimate-tic-tac-toe, web-page",,0,0,0,0,157,https://github.com/MatALass/morpion-ultime,https://matalass.github.io/morpion-ultime/,https://github.com/MatALass/morpion-ultime.git,https://raw.githubusercontent.com/MatALass/morpion-ultime/main/README.md,2026-03-05T16:08:06+00:00,2026-03-05T16:28:11+00:00,2026-03-05T16:27:40+00:00
1166491471,network-flow-algorithms,MatALass/network-flow-algorithms,MatALass,User,"Python project implementing and benchmarking network flow algorithms (Ford-Fulkerson, Push-Relabel, Min-Cost Flow) with test cases, traces, plotting, and a Tkinter GUI.",main,False,False,False,False,False,True,True,True,False,False,Python,Python,"algorithms, benchmarking, ford-fulkerson, graph-algorithms, matplotlib, max-flow, min-cost-flow, network-flow, operations-research, optimization, push-relabel, python, tkinter",Other,0,0,0,0,933,https://github.com/MatALass/network-flow-algorithms,,https://github.com/MatALass/network-flow-algorithms.git,https://raw.githubusercontent.com/MatALass/network-flow-algorithms/main/README.md,2026-02-25T09:28:43+00:00,2026-03-11T14:41:18+00:00,2026-03-11T14:41:15+00:00
1052997747,Puissance4,MatALass/Puissance4,MatALass,User,"AI-powered Connect Four (12x6) with Minimax, alpha-beta pruning, heuristics, and real-time decision-making. Play against the AI in the console with strategic depth and optimized performance.",main,False,False,False,False,False,True,True,True,False,False,Python,Python,,,0,0,0,0,4,https://github.com/MatALass/Puissance4,,https://github.com/MatALass/Puissance4.git,https://raw.githubusercontent.com/MatALass/Puissance4/main/README.md,2025-09-08T21:00:49+00:00,2026-03-10T10:23:59+00:00,2025-09-09T13:27:17+00:00
1166722353,repo-audit,MatALass/repo-audit,MatALass,User,"Audit any developer project ZIP (multi-stack, monorepo) and generate actionable Markdown/JSON/HTML reports with optional safe fixes.",main,False,False,False,False,False,True,True,True,False,False,Python,Python,"audit, automation, cli, code-quality, developer-tools, devops, github, html-report, monorepo, open-source, python, repository, security, static-analysis",MIT License,0,0,0,0,23,https://github.com/MatALass/repo-audit,,https://github.com/MatALass/repo-audit.git,https://raw.githubusercontent.com/MatALass/repo-audit/main/README.md,2026-02-25T14:34:57+00:00,2026-02-25T14:41:21+00:00,2026-02-25T14:35:45+00:00
1175383990,repo_auditor,MatALass/repo_auditor,MatALass,User,,main,False,False,False,False,False,True,True,True,False,False,Python,Python,,,0,0,0,0,208,https://github.com/MatALass/repo_auditor,,https://github.com/MatALass/repo_auditor.git,https://raw.githubusercontent.com/MatALass/repo_auditor/main/README.md,2026-03-07T16:32:32+00:00,2026-03-08T16:04:01+00:00,2026-03-08T16:03:58+00:00
1079884156,school-bus-dashboard,MatALass/school-bus-dashboard,MatALass,User,Streamlit dashboard analyzing operational and environmental data related to electric school buses to support decision-making.,main,False,False,False,False,False,True,True,True,False,False,Python,Python,"business-intelligence, dashboard, data-analytics, decision-support, kpi, python, streamlit, sustainability, transportation",,0,0,0,0,16881,https://github.com/MatALass/school-bus-dashboard,,https://github.com/MatALass/school-bus-dashboard.git,https://raw.githubusercontent.com/MatALass/school-bus-dashboard/main/README.md,2025-10-20T14:32:07+00:00,2026-03-10T10:23:54+00:00,2026-01-21T09:52:24+00:00
1166484932,Signature-carre-des-canotiers,MatALass/Signature-carre-des-canotiers,MatALass,User,"Signature email standardisée pour le Carré des Canotiers : templates HTML email-safe, assets versionnés, variantes (full/compact/texte) et guide d’intégration Gmail/Outlook + matrice de compatibilité.",main,False,False,False,False,False,True,True,True,True,False,HTML,HTML,"assets, branding, documentation, email-signature, email-template, github-pages, gmail, html-email, outlook, template",Other,0,0,0,0,31,https://github.com/MatALass/Signature-carre-des-canotiers,,https://github.com/MatALass/Signature-carre-des-canotiers.git,https://raw.githubusercontent.com/MatALass/Signature-carre-des-canotiers/main/README.md,2026-02-25T09:20:18+00:00,2026-03-03T14:49:06+00:00,2026-03-03T14:48:39+00:00
1052999162,Space-Jumper,MatALass/Space-Jumper,MatALass,User,"Space-Jumper: a Python-based arcade game—built by Mathieu Alassoeur, Samuel Da Silva, Roland Fontanes, Max Bortolotti, and Raphaël Thebault. Run `main.py` to play. Features intuitive controls, scoring, images, and sound for an engaging experience.",main,False,False,False,False,False,True,True,True,False,False,Python,Python,,,0,0,0,0,4980,https://github.com/MatALass/Space-Jumper,,https://github.com/MatALass/Space-Jumper.git,https://raw.githubusercontent.com/MatALass/Space-Jumper/main/README.md,2025-09-08T21:03:49+00:00,2026-03-10T10:23:57+00:00,2025-09-09T13:46:35+00:00
1052779396,Space_Jumper_Website,MatALass/Space_Jumper_Website,MatALass,User,"A static web game project with HTML, CSS, and JavaScript. Includes multiple pages (game, quiz, tutorial, ranking), custom styles, interactive scripts, images, and a gameplay video to provide a complete browser-based experience.",main,False,False,False,False,False,True,True,True,False,False,HTML,HTML,,,0,0,0,0,11148,https://github.com/MatALass/Space_Jumper_Website,,https://github.com/MatALass/Space_Jumper_Website.git,https://raw.githubusercontent.com/MatALass/Space_Jumper_Website/main/README.md,2025-09-08T14:34:51+00:00,2026-03-10T10:24:00+00:00,2025-09-08T15:00:24+00:00
1166482688,Tetris_Game,MatALass/Tetris_Game,MatALass,User,,main,False,False,False,False,False,True,True,False,False,False,Python,Python,,,0,0,0,0,474,https://github.com/MatALass/Tetris_Game,,https://github.com/MatALass/Tetris_Game.git,,2026-02-25T09:17:08+00:00,2026-03-10T10:23:52+00:00,2026-02-25T09:17:38+00:00
1053027279,UML-Project,MatALass/UML-Project,MatALass,User,"A Vue-based project with a Node.js backend serving dynamic content driven by `ingredients.json`. Built with `server.js`, package managed via npm. Seamlessly combines frontend (Vue, HTML, JS) and backend to deliver interactive UI backed by structured data.",main,False,False,False,False,False,True,True,True,False,False,Vue,Vue,,,0,0,0,0,78,https://github.com/MatALass/UML-Project,,https://github.com/MatALass/UML-Project.git,https://raw.githubusercontent.com/MatALass/UML-Project/main/README.md,2025-09-08T22:17:43+00:00,2026-03-10T10:23:57+00:00,2025-09-09T13:41:08+00:00
1165589662,vct-emea-kickoff-simulator,MatALass/vct-emea-kickoff-simulator,MatALass,User,Streamlit app to simulate VCT EMEA Kickoff (2026) triple-elimination bracket and build an interactive worst→best team ranking.,main,False,False,False,False,False,True,True,True,False,False,Python,Python,"analystics, bracket, esports, python, simulation, streamlit, valorant",,0,0,0,0,11,https://github.com/MatALass/vct-emea-kickoff-simulator,,https://github.com/MatALass/vct-emea-kickoff-simulator.git,https://raw.githubusercontent.com/MatALass/vct-emea-kickoff-simulator/main/README.md,2026-02-24T10:26:52+00:00,2026-02-24T11:51:34+00:00,2026-02-24T10:37:03+00:00
